Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Rarely,Research & Development,17,Bachelor,1,233,High,Male,High,Research Scientist,Medium,3058,13364,0,16,Excellent,Very High,6,Good,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,Below College,1,235,High,Female,Low,Sales Representative,Low,2325,20989,0,21,Outstanding,Low,1,Best,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,College,1,238,Very High,Male,High,Laboratory Technician,Medium,2088,15062,4,12,Excellent,High,13,Good,8,7,7,2
30,No,Non-Travel,Research & Development,9,Bachelor,1,239,High,Male,High,Laboratory Technician,Low,3072,11012,1,11,Excellent,High,12,Better,12,9,6,10
45,No,Travel_Rarely,Sales,4,College,1,240,High,Female,High,Sales Executive,Low,5006,6319,4,11,Excellent,Low,9,Best,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,Bachelor,1,241,High,Female,High,Research Scientist,Low,4257,13939,4,18,Excellent,High,19,Better,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,Bachelor,1,242,High,Male,High,Research Scientist,Very High,2500,10515,0,14,Excellent,Low,4,Best,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,Bachelor,1,243,Medium,Male,Medium,Laboratory Technician,Very High,1102,9241,1,22,Outstanding,High,1,Good,1,0,1,0
46,No,Travel_Rarely,Sales,1,College,1,244,Medium,Female,High,Sales Executive,Low,10453,2137,1,25,Outstanding,High,24,Better,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,College,1,245,High,Female,High,Laboratory Technician,Very High,2288,6319,1,12,Excellent,High,2,Better,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,Below College,1,246,High,Female,High,Research Scientist,Very High,3929,6984,8,23,Outstanding,High,7,Better,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,College,1,247,Very High,Female,High,Research Scientist,Medium,2311,5711,2,15,Excellent,Very High,9,Better,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,College,1,248,Medium,Female,High,Sales Representative,Medium,3140,21728,1,22,Outstanding,Very High,4,Good,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,Bachelor,1,249,High,Male,Medium,Laboratory Technician,High,3690,3425,2,15,Excellent,Very High,5,Good,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,College,1,250,Very High,Female,Very High,Manufacturing Director,Low,4450,26250,1,11,Excellent,High,5,Better,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,Bachelor,1,252,Very High,Female,High,Research Scientist,Medium,2756,4673,1,13,Excellent,Very High,8,Better,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,Below College,1,253,Very High,Female,High,Manager,High,19033,6499,1,14,Excellent,Medium,21,Better,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,Master,1,254,High,Male,Very High,Research Director,Medium,18722,13339,8,11,Excellent,Very High,36,Better,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,Below College,1,256,Very High,Male,Medium,Manufacturing Director,High,9547,14074,1,17,Excellent,High,10,Good,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,Bachelor,1,258,Very High,Female,High,Healthcare Representative,Medium,13734,7192,3,18,Excellent,High,21,Better,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,Master,1,259,High,Male,Medium,Manager,High,19999,5678,0,14,Excellent,Low,34,Better,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,Bachelor,1,260,Very High,Female,High,Research Scientist,Medium,2279,11781,1,16,Excellent,Very High,7,Good,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,College,1,261,Medium,Male,Medium,Manufacturing Director,High,5916,15497,3,13,Excellent,Low,8,Better,1,0,0,1
43,No,Non-Travel,Research & Development,7,Bachelor,1,262,Very High,Male,Very High,Research Scientist,Very High,2089,5228,4,14,Excellent,Very High,7,Best,5,4,2,2
45,No,Non-Travel,Research & Development,2,College,1,264,Low,Male,Medium,Manager,Very High,16792,20462,9,23,Outstanding,Very High,22,Better,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,Bachelor,1,267,Medium,Male,Very High,Research Scientist,Low,3564,22977,1,12,Excellent,Low,8,Good,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,Bachelor,1,269,Medium,Female,High,Laboratory Technician,Medium,4425,15986,5,11,Excellent,Very High,10,Better,6,2,1,2
42,No,Non-Travel,Research & Development,21,College,1,270,High,Female,High,Manufacturing Director,High,5265,16439,2,16,Excellent,Medium,11,Better,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,Master,1,271,Very High,Male,High,Manufacturing Director,High,6553,7259,9,14,Excellent,Medium,14,Better,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,Bachelor,1,273,Very High,Male,High,Manufacturing Director,Very High,6261,4185,3,18,Excellent,Low,9,Bad,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,Below College,1,274,High,Male,Medium,Manufacturing Director,Low,4298,9679,5,19,Excellent,High,6,Better,2,2,2,0
49,No,Non-Travel,Research & Development,18,Master,1,275,Very High,Male,High,Manufacturing Director,Very High,6804,23793,1,15,Excellent,Low,7,Better,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,Master,1,277,Very High,Male,High,Research Scientist,High,3815,5972,1,17,Excellent,Very High,5,Best,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,College,1,281,High,Male,High,Laboratory Technician,Very High,2741,16523,8,15,Excellent,High,15,Best,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,Below College,1,282,Medium,Male,High,Healthcare Representative,Low,6673,11354,7,19,Excellent,Medium,17,Better,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,Bachelor,1,283,Medium,Female,High,Sales Executive,Very High,7639,24525,1,22,Outstanding,Very High,10,Good,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,Bachelor,1,284,Very High,Male,Very High,Research Scientist,Medium,2328,12392,1,16,Excellent,Low,4,Good,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,Below College,1,286,Medium,Female,High,Laboratory Technician,Very High,2153,7703,1,13,Excellent,Low,8,Better,8,1,1,7
40,No,Non-Travel,Research & Development,9,Doctor,1,287,Very High,Male,Medium,Healthcare Representative,Very High,4876,14242,9,14,Excellent,Very High,5,Bad,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,Master,1,288,Very High,Male,High,Healthcare Representative,Low,9396,12368,7,16,Excellent,High,17,Better,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,Master,1,291,Very High,Male,Low,Sales Executive,Very High,10400,25812,1,11,Excellent,High,14,Good,14,8,9,8
30,No,Non-Travel,Research & Development,1,Below College,1,292,High,Male,Medium,Manufacturing Director,High,8474,20925,1,22,Outstanding,High,12,Better,11,8,5,8
27,No,Travel_Frequently,Sales,20,Bachelor,1,293,Very High,Female,High,Sales Executive,High,9981,12916,1,14,Excellent,Very High,7,Better,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,Master,1,296,Medium,Male,Medium,Research Director,Medium,12490,15736,5,16,Excellent,Very High,16,Bad,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,Bachelor,1,297,Very High,Female,High,Research Scientist,Low,2657,8556,5,11,Excellent,High,8,Better,5,2,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,1,298,Very High,Female,High,Manager,Very High,13591,14674,3,18,Excellent,High,16,Better,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,Master,1,299,High,Female,Medium,Sales Executive,Low,6696,22967,5,15,Excellent,High,9,Good,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,Bachelor,1,300,High,Male,High,Research Scientist,High,2058,19757,0,14,Excellent,Very High,7,Good,6,2,1,5
45,No,Non-Travel,Sales,6,Bachelor,1,302,Very High,Female,Medium,Sales Executive,Very High,8865,16840,6,12,Excellent,Very High,23,Better,19,7,12,8
54,No,Travel_Rarely,Sales,3,Bachelor,1,303,Very High,Female,High,Sales Executive,Low,5940,17011,2,14,Excellent,Very High,16,Better,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,College,1,304,Very High,Male,High,Laboratory Technician,Medium,5914,9945,8,16,Excellent,Very High,16,Best,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,Master,1,305,High,Female,Medium,Research Scientist,Medium,2622,13248,6,21,Outstanding,Very High,7,Better,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,Bachelor,1,306,Medium,Male,High,Research Director,Very High,12185,10056,1,14,Excellent,High,10,Better,10,8,0,7
38,No,Travel_Rarely,Sales,3,Bachelor,1,307,Low,Male,High,Sales Executive,High,10609,9647,0,12,Excellent,High,17,Good,16,10,5,13
31,No,Non-Travel,Research & Development,1,Master,1,308,High,Male,Low,Manufacturing Director,High,4345,4381,0,12,Excellent,Very High,6,Better,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,Bachelor,1,309,High,Male,Medium,Research Scientist,Very High,2177,8456,3,17,Excellent,Low,7,Better,1,0,0,0
37,No,Travel_Frequently,Sales,4,Master,1,311,Low,Male,High,Sales Representative,Very High,2793,2539,4,17,Excellent,High,13,Better,9,8,5,8
29,No,Travel_Frequently,Sales,1,Below College,1,312,Medium,Female,High,Sales Executive,Very High,7918,6599,1,14,Excellent,Very High,11,Better,11,10,4,1
35,No,Travel_Frequently,Sales,1,Bachelor,1,314,High,Female,High,Sales Executive,High,8789,9096,1,14,Excellent,Low,10,Best,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,Below College,1,315,High,Male,Medium,Research Scientist,Very High,2389,14961,1,13,Excellent,High,4,Good,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,Bachelor,1,316,High,Female,Medium,Laboratory Technician,Very High,3212,3300,7,15,Excellent,Medium,6,Good,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,College,1,319,High,Male,High,Manager,Very High,19232,4933,1,11,Excellent,Very High,22,Better,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,College,1,321,Medium,Male,High,Human Resources,High,2267,25657,8,17,Excellent,Very High,7,Good,2,2,2,2
50,No,Travel_Rarely,Sales,1,Master,1,323,Very High,Female,High,Manager,Very High,19517,24118,3,11,Excellent,High,32,Good,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,Bachelor,1,325,High,Male,High,Laboratory Technician,Very High,2436,22149,5,13,Excellent,High,8,Bad,5,4,0,4
43,No,Travel_Rarely,Sales,16,Bachelor,1,327,Very High,Female,High,Manager,Very High,16064,7744,5,22,Outstanding,High,22,Better,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,College,1,328,Low,Female,High,Laboratory Technician,Low,2707,21509,7,20,Outstanding,Low,13,Best,9,7,1,7
52,No,Non-Travel,Sales,2,Master,1,329,Low,Male,Medium,Manager,High,19068,21030,1,18,Excellent,Very High,33,Best,33,7,15,12
32,No,Travel_Rarely,Sales,4,College,1,330,High,Female,High,Sales Representative,Medium,3931,20990,2,11,Excellent,Low,6,Better,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,Bachelor,1,331,Very High,Male,Medium,Laboratory Technician,High,3730,9571,0,14,Excellent,Very High,4,Bad,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,Master,1,332,High,Female,High,Laboratory Technician,High,2232,15417,7,14,Excellent,High,7,Better,3,2,1,2
32,No,Non-Travel,Sales,26,Master,1,333,High,Male,High,Sales Executive,Very High,4465,12069,0,18,Excellent,Low,4,Better,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,College,1,334,High,Male,High,Research Scientist,Low,3072,19877,2,16,Excellent,Low,17,Good,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,College,1,335,Low,Male,High,Research Scientist,Very High,3319,24447,1,17,Excellent,Low,9,Better,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,Bachelor,1,336,High,Male,Very High,Manager,Very High,19202,15970,0,11,Excellent,High,25,Better,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,Master,1,337,Medium,Male,High,Research Director,High,13675,13523,9,12,Excellent,Low,9,Better,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,Master,1,338,High,Female,Medium,Research Scientist,Very High,2911,14776,1,13,Excellent,High,2,Good,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,Master,1,339,Very High,Male,Medium,Manufacturing Director,Low,5957,23687,6,13,Excellent,Medium,13,Better,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,College,1,340,High,Female,Medium,Research Scientist,Low,3920,18697,2,14,Excellent,Low,17,Good,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,Master,1,341,Low,Male,Very High,Manufacturing Director,High,6434,5118,4,17,Excellent,Very High,9,Better,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,Bachelor,1,342,Low,Male,High,Manufacturing Director,High,10048,22573,6,11,Excellent,Medium,17,Better,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,Master,1,343,High,Female,High,Healthcare Representative,High,10938,6420,0,25,Outstanding,Very High,20,Better,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,Bachelor,1,346,High,Male,High,Research Scientist,Very High,2340,22673,1,19,Excellent,Low,6,Better,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,College,1,347,Very High,Female,Very High,Research Scientist,Low,6545,23016,3,13,Excellent,High,10,Better,3,2,0,2
29,No,Travel_Rarely,Sales,20,College,1,349,Very High,Male,High,Sales Executive,Very High,6931,10732,2,14,Excellent,Very High,10,Better,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,Bachelor,1,350,Low,Female,High,Manufacturing Director,High,4898,7505,0,12,Excellent,Very High,5,Better,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,Bachelor,1,351,Very High,Female,Medium,Laboratory Technician,Low,2593,8007,0,11,Excellent,High,10,Better,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,College,1,352,Low,Male,High,Research Director,High,19436,5949,0,19,Excellent,Very High,22,Better,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,Bachelor,1,353,High,Male,High,Research Scientist,Very High,2723,23231,1,11,Excellent,Medium,1,Good,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,College,1,355,High,Male,Medium,Laboratory Technician,Medium,3479,11652,0,11,Excellent,Medium,6,Best,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,Bachelor,1,359,Medium,Male,Very High,Laboratory Technician,Medium,2794,26062,1,20,Outstanding,High,5,Bad,5,1,0,3
38,No,Non-Travel,Sales,2,College,1,361,Very High,Male,Medium,Sales Executive,Very High,5249,19682,3,18,Excellent,Very High,13,Better,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,Below College,1,362,Very High,Male,Medium,Laboratory Technician,Low,2176,19737,4,13,Excellent,Very High,9,Better,6,2,0,4
46,No,Travel_Rarely,Sales,2,Bachelor,1,363,High,Female,Low,Manager,Medium,16872,14977,3,12,Excellent,Medium,28,Good,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,Master,1,364,Low,Male,High,Laboratory Technician,High,3485,14935,2,11,Excellent,High,5,Bad,0,0,0,0
29,No,Travel_Rarely,Sales,2,Bachelor,1,366,Low,Male,Medium,Sales Executive,Medium,6644,3687,2,19,Excellent,Medium,10,Better,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,Bachelor,1,367,Medium,Male,Medium,Healthcare Representative,Very High,5582,14408,0,21,Outstanding,Medium,10,Better,9,0,7,8
25,No,Non-Travel,Research & Development,5,College,1,369,Medium,Male,Very High,Healthcare Representative,Low,4000,18384,1,12,Excellent,Very High,6,Better,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,College,1,372,High,Male,High,Healthcare Representative,Very High,13496,7501,0,14,Excellent,Medium,21,Better,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,Bachelor,1,373,Very High,Male,High,Laboratory Technician,Very High,3210,20251,0,11,Excellent,High,16,Better,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,Bachelor,1,374,Very High,Male,High,Manager,Low,19045,18938,0,14,Excellent,High,37,Better,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,Master,1,376,Low,Male,High,Manager,Medium,11849,10268,1,12,Excellent,Very High,10,Good,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,Bachelor,1,377,Very High,Male,High,Research Scientist,Very High,2070,2613,1,23,Outstanding,Very High,5,Good,5,2,0,4
37,No,Travel_Rarely,Sales,6,Master,1,378,High,Male,High,Sales Executive,Very High,6502,22825,4,14,Excellent,Medium,7,Best,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,College,1,379,Very High,Male,Medium,Research Scientist,High,3230,10531,1,17,Excellent,Low,3,Best,3,2,1,0
37,No,Non-Travel,Research & Development,1,Master,1,380,Low,Female,High,Research Director,Very High,13603,11677,2,18,Excellent,Low,15,Better,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,Bachelor,1,381,Medium,Female,Very High,Manager,Medium,11996,19100,7,18,Excellent,Medium,10,Good,7,7,6,2
38,No,Travel_Rarely,Sales,7,College,1,382,Low,Female,Very High,Sales Executive,Low,5605,19191,1,24,Outstanding,High,8,Better,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,Bachelor,1,384,High,Female,High,Manufacturing Director,Medium,6397,26767,1,20,Outstanding,Low,6,Bad,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,Below College,1,385,Low,Male,High,Research Director,Medium,19144,15815,3,14,Excellent,Low,28,Good,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,Master,1,386,High,Male,High,Research Director,High,17584,21016,3,16,Excellent,Very High,21,Good,5,3,1,3
42,No,Travel_Rarely,Sales,1,Below College,1,387,Medium,Male,High,Sales Executive,High,4907,24532,1,25,Outstanding,High,20,Better,20,16,11,6
29,No,Travel_Frequently,Sales,2,College,1,388,Medium,Male,High,Sales Executive,Very High,4554,20260,1,18,Excellent,Low,10,Good,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,College,1,389,Medium,Male,High,Laboratory Technician,Very High,5415,15972,3,19,Excellent,Very High,12,Better,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,College,1,390,Low,Male,High,Healthcare Representative,Low,4741,22722,1,13,Excellent,High,5,Better,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,Bachelor,1,391,Very High,Female,High,Research Scientist,Very High,2115,15881,1,12,Excellent,Medium,17,Better,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,Bachelor,1,392,Very High,Male,High,Laboratory Technician,High,3161,19920,3,22,Outstanding,Very High,19,Bad,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,Master,1,393,Very High,Male,High,Healthcare Representative,Very High,5745,18899,9,14,Excellent,Medium,10,Better,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,Master,1,394,Low,Male,High,Laboratory Technician,Medium,2373,14180,2,13,Excellent,Very High,5,Better,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,College,1,395,Very High,Female,High,Research Scientist,Very High,3310,4488,1,21,Outstanding,Very High,5,Better,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,Master,1,396,High,Female,High,Research Director,Low,18665,25594,9,11,Excellent,Very High,22,Better,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,Bachelor,1,397,High,Male,High,Research Scientist,Medium,4485,26285,4,12,Excellent,Very High,10,Better,8,0,7,7
31,No,Travel_Frequently,Sales,5,Bachelor,1,399,Very High,Female,High,Sales Representative,Medium,2789,3909,1,11,Excellent,High,2,Good,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Master,1,401,Very High,Male,Medium,Sales Executive,Very High,5828,8450,1,12,Excellent,Medium,8,Better,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,Bachelor,1,403,Medium,Male,High,Research Scientist,Very High,2326,11411,1,12,Excellent,High,4,Good,4,2,1,2
42,No,Travel_Frequently,Sales,26,Bachelor,1,404,High,Female,High,Sales Executive,Medium,13525,14864,5,14,Excellent,Very High,23,Best,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,Bachelor,1,405,High,Male,High,Laboratory Technician,High,1420,25233,1,13,Excellent,High,0,Better,0,0,0,0
